,model,number_of_synapses,NMDA_W,tau_1_NMDA,tau_2_NMDA,N_NMDA,GAMMA_NMDA,AMPA_W,DELAY,rmsd_epsp,AMPA_W_B,DELAY_B,rmsd_block,syns_secs,syns_segs
0,30829,16,0.00171505,7.73085,35.2225,0.280112,0.0764089,0.000922117,0.902131,0.00391601,0.000169877,2.18707,0.00020282,"[74, 61, 75, 67, 68, 75, 65, 64, 56, 69, 65, 74, 68, 69, 74, 68]","[0.156043, 0.617088, 0.861061, 0.861263, 0.00680224, 0.736095, 0.753864, 0.643788, 0.359827, 0.364056, 0.757668, 0.987056, 0.266235, 0.864502, 0.465488, 0.748825]"
1,2883,26,0.00112686,7.0988,35.7302,0.280112,0.0768137,0.000560282,0.878294,0.00397639,0.000103454,2.05388,0.000201568,"[65, 69, 69, 67, 56, 67, 64, 74, 67, 69, 65, 66, 75, 56, 75, 65, 74, 68, 56, 64, 67, 68, 55, 75, 75, 75]","[0.979369, 0.938306, 0.93364, 0.541815, 0.466857, 0.308809, 0.905748, 0.740192, 0.315671, 0.978631, 0.817764, 0.466085, 0.362468, 0.820308, 0.470143, 0.856234, 0.937382, 0.260414, 0.00488999, 0.0482146, 0.65487, 0.733785, 0.738125, 0.953895, 0.53118, 0.881273]"
2,47067,24,0.00176676,7.37808,35.7074,0.280112,0.0814806,0.000605963,0.763366,0.00398087,0.000111342,2.05039,0.000201967,"[64, 67, 72, 67, 72, 67, 65, 69, 65, 75, 75, 68, 72, 69, 69, 65, 65, 68, 69, 68, 67, 74, 73, 74]","[0.348894, 0.758154, 0.852135, 0.578935, 0.972139, 0.638513, 0.522887, 0.841041, 0.338187, 0.081236, 0.489382, 0.320249, 0.568433, 0.961893, 0.829043, 0.746401, 0.669548, 0.32031, 0.386572, 0.945268, 0.2825, 0.950188, 0.496175, 0.598209]"
3,15796,21,0.00131038,8.019,34.9884,0.280112,0.0765685,0.00073027,0.830076,0.00401606,0.000130939,2.11644,0.000205453,"[69, 74, 64, 65, 65, 65, 69, 63, 74, 67, 73, 65, 74, 69, 69, 67, 75, 64, 75, 65, 67]","[0.0623284, 0.825413, 0.684461, 0.0645187, 0.692523, 0.989443, 0.933003, 0.766363, 0.886348, 0.366332, 0.584251, 0.238687, 0.251067, 0.701947, 0.58952, 0.663882, 0.985628, 0.817095, 0.851757, 0.514173, 0.226429]"
4,14265,18,0.00187858,7.34461,35.7944,0.280112,0.0787393,0.000813574,0.763017,0.00402295,0.00015026,2.14999,0.000208011,"[63, 56, 68, 69, 64, 75, 63, 74, 67, 64, 67, 68, 75, 69, 65, 67, 64, 75]","[0.176077, 0.273305, 0.912188, 0.809779, 0.240693, 0.241265, 0.863912, 0.836055, 0.314382, 0.0404877, 0.927336, 0.705328, 0.678712, 0.540596, 0.837663, 0.115279, 0.417996, 0.736682]"
5,49303,27,0.00100419,7.55151,35.3814,0.280112,0.076172,0.000540676,0.873992,0.0040292,0.000100057,2.14248,0.000209589,"[67, 74, 75, 75, 68, 74, 69, 69, 67, 65, 75, 69, 67, 64, 66, 65, 65, 67, 67, 1, 67, 64, 64, 64, 68, 64, 74]","[0.212615, 0.207539, 0.507009, 0.971198, 0.00631887, 0.666246, 0.791187, 0.805616, 0.907776, 0.76686, 0.493742, 0.294239, 0.0766127, 0.0257995, 0.586398, 0.13184, 0.696469, 0.413046, 0.145249, 0.769168, 0.519848, 0.923499, 0.646082, 0.753562, 0.732928, 0.485545, 0.809366]"
6,53090,27,0.000995527,7.69824,35.1903,0.280112,0.0761981,0.000527183,1.0297,0.00403195,9.93718e-05,2.30131,0.000207903,"[64, 55, 64, 65, 75, 74, 70, 67, 74, 75, 67, 67, 74, 72, 69, 69, 74, 74, 75, 68, 68, 68, 68, 69, 68, 64, 75]","[0.324937, 0.647227, 0.775902, 0.0978052, 0.560617, 0.764709, 0.30742, 0.997924, 0.0768416, 0.280576, 0.570886, 0.344662, 0.925496, 0.923716, 0.527992, 0.706069, 0.0202662, 0.0552263, 0.435117, 0.0436543, 0.246781, 0.887716, 0.734575, 0.773502, 0.649078, 0.455021, 0.528796]"
7,2735,24,0.00161811,7.64774,35.3363,0.280112,0.0805503,0.00059411,1.01225,0.00403209,0.000111639,2.34952,0.000210642,"[68, 74, 67, 69, 65, 69, 55, 74, 74, 68, 68, 68, 3, 68, 64, 74, 67, 67, 73, 68, 69, 75, 75, 75]","[0.487598, 0.237376, 0.518295, 0.719904, 0.543196, 0.669912, 0.0521574, 0.831952, 0.326897, 0.754312, 0.358293, 0.455193, 0.333523, 0.256521, 0.00921109, 0.0954811, 0.0501026, 0.167517, 0.851068, 0.140447, 0.943583, 0.066476, 0.661248, 0.630445]"
8,56771,24,0.00153078,7.19818,35.7511,0.280112,0.0796758,0.000596973,0.944904,0.00404857,0.000110951,2.15035,0.000205909,"[65, 74, 65, 65, 71, 75, 57, 68, 68, 57, 68, 64, 68, 64, 67, 64, 64, 65, 74, 74, 75, 69, 68, 64]","[0.150846, 0.463188, 0.994156, 0.959251, 0.665848, 0.337587, 0.916844, 0.93777, 0.257399, 0.548493, 0.426002, 0.917642, 0.215956, 0.209721, 0.489626, 0.348416, 0.929731, 0.109859, 0.686868, 0.856136, 0.314069, 0.25884, 0.0781792, 0.923389]"
9,55545,26,0.00104221,7.77913,35.1314,0.280112,0.0762642,0.000554197,0.921649,0.00405325,0.00010421,2.24376,0.00021369,"[69, 74, 67, 65, 75, 65, 68, 65, 68, 72, 73, 67, 68, 55, 69, 75, 69, 75, 65, 68, 68, 67, 75, 74, 69, 75]","[0.0388227, 0.817087, 0.943535, 0.803339, 0.0221645, 0.399453, 0.731205, 0.957068, 0.527971, 0.276193, 0.188724, 0.565754, 0.108397, 0.098214, 0.381763, 0.227171, 0.644698, 0.651437, 0.21728, 0.823881, 0.801219, 0.387689, 0.788918, 0.69878, 0.0540106, 0.894269]"
10,7555,24,0.00192397,7.27429,35.6437,0.280112,0.0824342,0.000573554,1.0054,0.00406146,0.000109712,2.34798,0.000208162,"[68, 65, 67, 75, 69, 74, 75, 69, 65, 74, 75, 74, 69, 65, 57, 73, 75, 67, 68, 2, 67, 63, 68, 65]","[0.825305, 0.698102, 0.995644, 0.261197, 0.66699, 0.0658803, 0.0334554, 0.649027, 0.811359, 0.886209, 0.4999, 0.623022, 0.443534, 0.568518, 0.00824564, 0.131588, 0.000815064, 0.947777, 0.492837, 0.820132, 0.245945, 0.849605, 0.394437, 0.07184]"
11,7875,28,0.000955461,7.23091,35.5813,0.280112,0.0758658,0.000508412,0.879978,0.00406914,9.52175e-05,2.15196,0.000202681,"[74, 69, 64, 69, 64, 68, 74, 75, 68, 64, 72, 61, 68, 63, 65, 68, 56, 68, 75, 67, 67, 56, 67, 65, 69, 69, 67, 65]","[0.0467266, 0.970876, 0.391721, 0.65615, 0.403385, 0.627245, 0.916171, 0.913274, 0.052206, 0.60199, 0.759619, 0.8967, 0.910303, 0.212916, 0.289963, 0.873202, 0.898002, 0.501991, 0.746564, 0.983126, 0.28834, 0.824538, 0.21944, 0.355241, 0.570384, 0.883244, 0.767077, 0.922456]"
12,36176,29,0.00121733,7.4157,35.4329,0.280112,0.0793235,0.000480929,1.01725,0.00406519,9.11119e-05,2.2519,0.000211036,"[65, 67, 65, 65, 66, 63, 68, 74, 65, 64, 73, 67, 64, 75, 74, 74, 75, 69, 67, 69, 74, 65, 69, 1, 65, 67, 69, 66, 72]","[0.386917, 0.930509, 0.247786, 0.00950778, 0.91047, 0.845951, 0.286273, 0.762163, 0.807545, 0.617146, 0.251961, 0.756346, 0.953163, 0.317831, 0.500412, 0.361681, 0.811934, 0.510355, 0.825221, 0.863957, 0.324789, 0.598024, 0.33954, 0.155544, 0.37902, 0.299238, 0.53695, 0.447667, 0.282942]"
13,12650,26,0.00105043,7.97555,35.0779,0.280112,0.0765082,0.000563112,0.856417,0.00406117,0.000104669,2.34495,0.000217149,"[75, 64, 56, 68, 74, 66, 75, 69, 69, 73, 74, 66, 65, 68, 68, 63, 65, 65, 65, 62, 64, 65, 65, 74, 75, 74]","[0.565533, 0.508387, 0.0772058, 0.786676, 0.668827, 0.147046, 0.953005, 0.912166, 0.204227, 0.316119, 0.846607, 0.444827, 0.534852, 0.568335, 0.741604, 0.930763, 0.439777, 0.920615, 0.459502, 0.425276, 0.0332772, 0.771493, 0.200903, 0.307802, 0.418175, 0.60251]"
14,46479,27,0.00199867,7.09656,36.2607,0.280112,0.0842902,0.000513535,0.893951,0.00407652,9.7516e-05,2.24035,0.000203352,"[64, 74, 73, 74, 69, 65, 65, 68, 74, 66, 75, 72, 56, 64, 67, 72, 68, 74, 65, 68, 65, 64, 66, 69, 72, 75, 65]","[0.245553, 0.844718, 0.765129, 0.654625, 0.969768, 0.84079, 0.830621, 0.200664, 0.878337, 0.714319, 0.658169, 0.500363, 0.751216, 0.00112454, 0.997785, 0.346588, 0.568184, 0.352924, 0.37714, 0.99171, 0.409487, 0.509815, 0.688524, 0.702153, 0.49634, 0.283696, 0.778264]"
15,11263,24,0.00145684,7.7925,35.0838,0.280112,0.0793413,0.000583021,1.07869,0.00406354,0.000111749,2.44997,0.00021968,"[68, 65, 63, 75, 74, 68, 57, 68, 65, 67, 74, 74, 64, 3, 63, 75, 65, 1, 68, 69, 68, 75, 64, 65]","[0.342123, 0.460533, 0.611545, 0.688499, 0.11974, 0.961706, 0.296413, 0.686709, 0.408201, 0.784063, 0.280677, 0.838686, 0.410498, 0.888185, 0.7763, 0.537575, 0.154379, 0.0224627, 0.301734, 0.89585, 0.878469, 0.592078, 0.729232, 0.683917]"
16,16861,27,0.00108453,7.78273,35.1713,0.280112,0.0772553,0.000527798,0.969881,0.00407538,9.99015e-05,2.34361,0.000212025,"[68, 74, 65, 68, 74, 57, 68, 67, 69, 64, 55, 75, 71, 74, 67, 71, 74, 69, 68, 64, 68, 75, 75, 72, 64, 75, 68]","[0.906629, 0.572651, 0.578131, 0.301904, 0.59807, 0.345496, 0.892226, 0.669878, 0.913713, 0.66486, 0.2747, 0.874341, 0.683747, 0.954038, 0.334018, 0.91047, 0.595996, 0.0938419, 0.429803, 0.0374225, 0.751103, 0.263929, 0.927097, 0.297151, 0.712384, 0.524233, 0.322976]"
17,8838,20,0.00138643,7.6863,35.3718,0.280112,0.0764196,0.000758859,0.776002,0.00409411,0.000137873,2.04851,0.000196676,"[75, 65, 68, 68, 74, 74, 64, 67, 75, 64, 65, 55, 68, 68, 74, 67, 74, 56, 64, 69]","[0.571649, 0.720197, 0.293309, 0.686992, 0.685588, 0.828431, 0.46276, 0.774006, 0.661293, 0.706216, 0.32623, 0.683917, 0.869166, 0.602615, 0.107865, 0.877136, 0.836376, 0.839703, 0.982955, 0.833997]"
18,19833,19,0.00141945,7.53813,35.2886,0.280112,0.0761158,0.000772949,0.870406,0.00408333,0.000141834,2.29066,0.000210339,"[73, 66, 68, 64, 65, 65, 74, 68, 75, 67, 56, 75, 56, 67, 64, 65, 64, 63, 75]","[0.830066, 0.941306, 0.840528, 0.618914, 0.687632, 0.079997, 0.0338132, 0.817812, 0.838296, 0.514053, 0.950613, 0.123473, 0.932759, 0.486055, 0.408703, 0.487965, 0.58027, 0.0056311, 0.419711]"
19,35347,29,0.000943884,7.42314,35.5791,0.280112,0.0762909,0.000513533,0.858606,0.00408853,9.31643e-05,2.13697,0.000210229,"[75, 2, 75, 67, 75, 66, 75, 64, 75, 75, 64, 65, 69, 64, 69, 65, 68, 75, 67, 69, 64, 68, 69, 68, 64, 75, 62, 67, 69]","[0.490245, 0.329699, 0.915293, 0.541607, 0.0582177, 0.567437, 0.321518, 0.90293, 0.0104938, 0.399029, 0.785568, 0.937342, 0.521952, 0.882725, 0.598661, 0.563278, 0.218909, 0.380524, 0.114211, 0.464037, 0.676767, 0.379637, 0.698372, 0.244614, 0.765802, 0.523356, 0.273426, 0.916611, 0.8281]"
20,38555,26,0.00105759,8.47328,34.4409,0.280112,0.0768235,0.000556834,1.10599,0.00405153,0.000104794,2.54452,0.000247671,"[63, 74, 68, 65, 63, 69, 64, 61, 68, 69, 74, 65, 67, 68, 67, 74, 75, 68, 68, 71, 65, 69, 65, 69, 61, 74]","[0.0469949, 0.186448, 0.881928, 0.843494, 0.36622, 0.314054, 0.14766, 0.448046, 0.444949, 0.430236, 0.984443, 0.160496, 0.529484, 0.97024, 0.863241, 0.996103, 0.770166, 0.186407, 0.8105, 0.681007, 0.46451, 0.914768, 0.918572, 0.566602, 0.0226136, 0.552089]"
21,43770,19,0.00139853,6.96901,35.7458,0.280112,0.0756935,0.000766408,0.929657,0.00410403,0.000139468,2.15415,0.000202359,"[75, 74, 72, 75, 75, 65, 64, 69, 64, 57, 64, 68, 65, 57, 68, 65, 75, 69, 69]","[0.580674, 0.964128, 0.850308, 0.707875, 0.0235892, 0.897844, 0.653505, 0.243461, 0.464902, 0.500304, 0.592074, 0.462974, 0.205884, 0.57039, 0.952199, 0.668228, 0.317628, 0.617146, 0.497256]"
22,12336,18,0.00170299,7.36986,35.4919,0.280112,0.0776186,0.000797009,0.988679,0.004091,0.00014792,2.34987,0.000216705,"[74, 65, 64, 67, 67, 64, 74, 64, 68, 69, 69, 65, 57, 68, 75, 75, 65, 67]","[0.203963, 0.882236, 0.218656, 0.185708, 0.665905, 0.0729276, 0.0549881, 0.193256, 0.383436, 0.0204042, 0.0900309, 0.114526, 0.0955515, 0.303743, 0.0964748, 0.966446, 0.45404, 0.813609]"
23,19106,23,0.00116176,7.3829,35.5944,0.280112,0.0760374,0.00062709,0.979947,0.00409777,0.000116033,2.16055,0.00021058,"[74, 67, 75, 67, 75, 2, 67, 75, 67, 74, 63, 69, 74, 75, 64, 75, 65, 69, 69, 67, 72, 67, 64]","[0.180616, 0.995677, 0.962322, 0.623896, 0.871345, 0.962467, 0.0867724, 0.32921, 0.307316, 0.9849, 0.513965, 0.783779, 0.277034, 0.0266364, 0.245076, 0.167606, 0.550774, 0.711853, 0.378234, 0.849696, 0.848378, 0.000502803, 0.870603]"
24,23581,17,0.0015867,7.32039,35.4892,0.280112,0.0760954,0.000849885,1.11445,0.00410627,0.000156581,2.25633,0.000209514,"[65, 74, 55, 74, 65, 69, 68, 75, 61, 68, 64, 69, 64, 75, 65, 75, 69]","[0.646527, 0.439513, 0.645832, 0.143075, 0.379051, 0.613838, 0.997464, 0.919283, 0.835941, 0.654179, 0.654444, 0.752568, 0.645814, 0.502619, 0.182676, 0.19076, 0.0513907]"
25,41151,24,0.00111759,7.41629,35.354,0.280112,0.0760376,0.000598547,1.00199,0.0041092,0.000110967,2.33838,0.000210336,"[56, 72, 65, 67, 69, 63, 65, 64, 74, 67, 64, 72, 74, 67, 63, 74, 73, 67, 75, 64, 65, 67, 67, 64]","[0.0460624, 0.225642, 0.185887, 0.374431, 0.628732, 0.824329, 0.467291, 0.463596, 0.324715, 0.212183, 0.64015, 0.101325, 0.771657, 0.0346154, 0.348176, 0.989447, 0.634708, 0.373045, 0.961931, 0.321382, 0.824339, 0.777447, 0.543205, 0.46826]"
26,5501,18,0.00145604,6.84701,36.0283,0.280112,0.0756631,0.000804993,1.04048,0.0041069,0.00014552,2.15355,0.000213155,"[64, 67, 69, 75, 67, 75, 74, 72, 67, 68, 1, 64, 64, 74, 72, 74, 73, 69]","[0.501023, 0.355764, 0.571663, 0.9783, 0.71711, 0.698205, 0.234065, 0.972445, 0.460453, 0.995494, 0.458816, 0.994051, 0.692259, 0.986869, 0.43257, 0.0218488, 0.732936, 0.989185]"
27,30289,23,0.00115364,7.36381,35.3701,0.280112,0.0758876,0.000615847,1.03046,0.0041174,0.000115364,2.28958,0.000207384,"[69, 70, 55, 65, 64, 64, 67, 67, 65, 72, 64, 64, 74, 75, 67, 68, 64, 74, 75, 69, 74, 68, 74]","[0.616829, 0.506476, 0.254522, 0.282534, 0.947232, 0.0589077, 0.864695, 0.546368, 0.730988, 0.913251, 0.780888, 0.609959, 0.61146, 0.692133, 0.970955, 0.769874, 0.413533, 0.883476, 0.00255008, 0.0846396, 0.178407, 0.255637, 0.498555]"
28,44159,25,0.0010837,7.49268,35.6253,0.280112,0.0762616,0.000593627,0.817914,0.00411938,0.000108022,2.08049,0.0002062,"[69, 69, 65, 64, 63, 72, 65, 74, 65, 69, 65, 63, 65, 65, 68, 73, 65, 67, 67, 67, 75, 68, 74, 68, 64]","[0.946185, 0.368725, 0.646197, 0.402117, 0.181611, 0.263933, 0.823601, 0.0692763, 0.210729, 0.933543, 0.84669, 0.366561, 0.569719, 0.502756, 0.394526, 0.52047, 0.949387, 0.354917, 0.61608, 0.352929, 0.141092, 0.56343, 0.498968, 0.94343, 0.578057]"
29,16817,20,0.00143517,7.45448,35.4612,0.280112,0.0770161,0.000735957,0.971872,0.00412513,0.000132452,2.3484,0.000211727,"[64, 65, 67, 65, 69, 72, 68, 64, 68, 64, 68, 69, 72, 64, 66, 65, 63, 69, 74, 64]","[0.475039, 0.231895, 0.269487, 0.296076, 0.593294, 0.458614, 0.102609, 0.376445, 0.819857, 0.983577, 0.476679, 0.470796, 0.607278, 0.893175, 0.678389, 0.695914, 0.929482, 0.0522255, 0.639443, 0.344944]"
30,6790,27,0.000998071,7.42901,35.3613,0.280112,0.0760702,0.000531195,1.02072,0.00412947,9.89815e-05,2.26422,0.0002108,"[73, 75, 64, 65, 57, 63, 66, 67, 68, 66, 68, 75, 68, 64, 68, 74, 74, 74, 74, 67, 56, 65, 67, 67, 67, 65, 65]","[0.338998, 0.2139, 0.15849, 0.785854, 0.96125, 0.0265969, 0.565828, 0.371182, 0.627281, 0.382606, 0.852761, 0.0819642, 0.9264, 0.909884, 0.495367, 0.589662, 0.191061, 0.677329, 0.154515, 0.344134, 0.318677, 0.31657, 0.272565, 0.215563, 0.182593, 0.0860823, 0.642304]"
31,58891,29,0.00137965,7.28537,35.692,0.280112,0.0807298,0.000476876,0.960276,0.00412319,9.13886e-05,2.15092,0.000217978,"[72, 75, 69, 74, 67, 65, 75, 65, 56, 65, 67, 75, 68, 64, 69, 68, 68, 67, 75, 74, 73, 68, 69, 67, 67, 64, 70, 67, 74]","[0.348036, 0.0302617, 0.216258, 0.923827, 0.699982, 0.20661, 0.386629, 0.57944, 0.355124, 0.339938, 0.939331, 0.930127, 0.467022, 0.418834, 0.297345, 0.664464, 0.62211, 0.674569, 0.813135, 0.402759, 0.166366, 0.018847, 0.0492829, 0.224593, 0.917946, 0.630236, 0.44923, 0.344085, 0.589206]"
32,21861,28,0.00065773,1.59677,31.1573,0.280112,0.0655769,0.000437942,0.957639,0.00362721,6.5772e-05,1.76634,0.000715415,"[57, 73, 66, 65, 75, 69, 75, 69, 74, 69, 74, 67, 57, 75, 67, 75, 56, 72, 68, 73, 65, 57, 69, 69, 66, 69, 57, 65]","[0.0304637, 0.776337, 0.168725, 0.748788, 0.232902, 0.837676, 0.612121, 0.613394, 0.203176, 0.76548, 0.19551, 0.644281, 0.832337, 0.798007, 0.729301, 0.111533, 0.674766, 0.489529, 0.85611, 0.086383, 0.259715, 0.805382, 0.897439, 0.874985, 0.464335, 0.147454, 0.688476, 0.73483]"
33,36249,25,0.00110879,7.17624,35.4849,0.280112,0.076272,0.000562825,0.97831,0.00414318,0.000105714,2.34732,0.000202906,"[75, 57, 72, 69, 69, 68, 68, 75, 61, 69, 64, 69, 68, 65, 74, 74, 64, 68, 65, 68, 56, 67, 74, 67, 74]","[0.559185, 0.442662, 0.0156267, 0.379346, 0.856785, 0.898017, 0.955544, 0.353618, 0.726197, 0.440421, 0.82062, 0.496965, 0.768352, 0.554715, 0.0920625, 0.111638, 0.905726, 0.319463, 0.415546, 0.388159, 0.736979, 0.222374, 0.715066, 0.476642, 0.917679]"
34,55902,17,0.00199848,6.22402,36.5436,0.280112,0.0783465,0.000821515,0.978801,0.00411296,0.000151717,2.09506,0.000239156,"[75, 70, 67, 64, 69, 68, 75, 64, 69, 65, 75, 56, 69, 68, 73, 65, 74]","[0.69296, 0.0721463, 0.710033, 0.469096, 0.362434, 0.85794, 0.712788, 0.82242, 0.436242, 0.902014, 0.473939, 0.99218, 0.638537, 0.0356063, 0.708464, 0.16894, 0.943843]"
35,22284,16,0.00177947,7.11411,35.8609,0.280112,0.0767023,0.000908743,1.01311,0.00413436,0.000166847,2.15037,0.000218677,"[75, 68, 65, 65, 64, 64, 56, 74, 69, 68, 75, 75, 65, 74, 70, 67]","[0.554076, 0.855828, 0.206579, 0.082226, 0.915446, 0.480307, 0.879031, 0.568797, 0.0857566, 0.723869, 0.69723, 0.770089, 0.756093, 0.378418, 0.292327, 0.966832]"
36,2428,26,0.00100455,6.7623,35.9331,0.280112,0.0755134,0.000540666,1.06692,0.00414091,0.000100042,2.30272,0.00021225,"[67, 69, 65, 65, 74, 69, 68, 67, 75, 75, 56, 74, 2, 65, 69, 65, 75, 61, 74, 74, 64, 69, 75, 69, 69, 74]","[0.75224, 0.448427, 0.499357, 0.770031, 0.756997, 0.370888, 0.1027, 0.915375, 0.268715, 0.429783, 0.708075, 0.169297, 0.960061, 0.932464, 0.0868872, 0.0114365, 0.961252, 0.320448, 0.417475, 0.84805, 0.102905, 0.801181, 0.0635081, 0.549158, 0.343984, 0.443225]"
37,5630,26,0.00130494,7.60715,35.4892,0.280112,0.0790478,0.00054347,0.962189,0.00414483,0.0001021,2.25243,0.000208497,"[69, 65, 64, 69, 71, 72, 75, 75, 69, 67, 74, 55, 64, 74, 66, 75, 75, 75, 69, 74, 75, 68, 65, 69, 68, 72]","[0.720045, 0.533256, 0.266328, 0.371099, 0.165044, 0.661219, 0.591119, 0.0543324, 0.557796, 0.333108, 0.721578, 0.271027, 0.741725, 0.70283, 0.127061, 0.421944, 0.265629, 0.827801, 0.532259, 0.686351, 0.620433, 0.226259, 0.642775, 0.602055, 0.390677, 0.806658]"
38,52242,22,0.00157692,7.21914,35.9028,0.280112,0.0791267,0.000652432,0.904016,0.00414737,0.000120881,2.15102,0.000208077,"[69, 68, 65, 75, 69, 64, 65, 65, 55, 65, 74, 64, 71, 75, 73, 75, 66, 65, 75, 72, 67, 74]","[0.869986, 0.549113, 0.906585, 0.369121, 0.990595, 0.484308, 0.1611, 0.919205, 0.151553, 0.720034, 0.210163, 0.923501, 0.0308009, 0.610316, 0.841533, 0.141027, 0.227733, 0.860463, 0.862768, 0.119096, 0.473175, 0.148856]"
39,9668,27,0.00106112,7.52569,35.4902,0.280112,0.0769867,0.00052587,0.963726,0.00414544,9.88469e-05,2.34842,0.000210105,"[65, 75, 75, 73, 70, 75, 64, 64, 67, 75, 68, 74, 56, 74, 74, 70, 65, 74, 64, 66, 69, 67, 64, 64, 69, 65, 75]","[0.15854, 0.206298, 0.814591, 0.98799, 0.070424, 0.87091, 0.961841, 0.868214, 0.565942, 0.709359, 0.209586, 0.415961, 0.633132, 0.415809, 0.455518, 0.874234, 0.170388, 0.0126385, 0.226863, 0.995721, 0.573737, 0.649246, 0.651591, 0.878019, 0.851362, 0.843851, 0.749577]"
40,46919,27,0.00115309,6.58095,36.3224,0.280112,0.077442,0.000528339,0.85602,0.00413022,9.70259e-05,1.95409,0.000230108,"[65, 64, 64, 69, 68, 68, 74, 73, 69, 69, 63, 65, 67, 67, 68, 65, 68, 69, 75, 71, 69, 75, 64, 64, 69, 67, 75]","[0.250446, 0.719527, 0.0854237, 0.861172, 0.499453, 0.522539, 0.886452, 0.0695369, 0.720733, 0.037404, 0.6992, 0.0772332, 0.446149, 0.191731, 0.303074, 0.64991, 0.699535, 0.587873, 0.383157, 0.107088, 0.590557, 0.335868, 0.933996, 0.178424, 0.507301, 0.854638, 0.905145]"
41,45125,20,0.00132882,7.55368,35.2512,0.280112,0.0760446,0.000707506,1.14105,0.00414289,0.000132871,2.41808,0.000219887,"[65, 63, 64, 2, 74, 75, 69, 63, 67, 65, 67, 68, 68, 68, 75, 67, 69, 67, 72, 64]","[0.442103, 0.0708035, 0.480873, 0.28169, 0.632569, 0.467597, 0.555167, 0.0462482, 0.631142, 0.00792026, 0.107354, 0.0223398, 0.0814287, 0.636678, 0.400107, 0.282482, 0.92297, 0.663661, 0.0997236, 0.472296]"
42,34986,19,0.00138819,7.28582,35.5081,0.280112,0.0759645,0.000763344,1.05285,0.00415701,0.000138451,2.41086,0.000206219,"[75, 65, 72, 67, 74, 74, 70, 69, 68, 69, 67, 64, 67, 72, 69, 61, 68, 74, 69]","[0.192213, 0.47553, 0.553418, 0.975815, 0.565508, 0.888618, 0.793761, 0.743223, 0.978279, 0.816122, 0.624968, 0.659656, 0.0958786, 0.156243, 0.904394, 0.260797, 0.333828, 0.470737, 0.902]"
43,39066,17,0.00171096,7.67358,35.5223,0.280112,0.0771236,0.000899351,0.652834,0.00415618,0.000160991,2.0481,0.000208771,"[68, 67, 67, 65, 68, 72, 68, 64, 65, 67, 74, 74, 75, 65, 67, 68, 69]","[0.361196, 0.834314, 0.066713, 0.27673, 0.0215838, 0.68448, 0.393269, 0.0628822, 0.0281915, 0.31503, 0.839222, 0.655959, 0.350963, 0.471523, 0.792405, 0.858568, 0.823112]"
